LetterCount, Pattern, Word1, Word2, Word3, Word4, Word5, Word6, Word7, Word8, Word9
15 Letters,"4,6,5",blue capped ifrit,blue footed booby,blue headed pitta,blue riband event,blue rumped pitta,blue tailed skink,blue winged goose,blue winged macaw,blue winged minla
15 Letters,"4,6,5",blue winged pitta,bolt action rifle,bone marrow donor,Dame Maggie Smith,Dame Muriel Spark,Dame Nellie Melba,Eric Arthur Blair,Eric Winkle Brown,fair market value
15 Letters,"4,6,5",feel bitter about,felt bitter about,five barred gates,five golden rings,Five Little Ducks,flat billed vireo,flat headed loach,,
15 Letters,"4,6,5",flat headed shrew,four collie birds,four letter words,full market value,gate legged table,God's honest truth,good night's sleep,grey rumped swift,Guru Granth Sahib
15 Letters,"4,6,5",hard earned money,Hard Headed Woman,have common cause,have doubts about,have qualms about,high heeled shoes,high pollen count,Hill Street Blues,home cooked meals
15 Letters,"4,6,5",Hugh Trevor Roper,Iain Duncan Smith,jack knifed lorry,Jean Michel Jarre,John Cowper Powys,John Quincy Adams,John Wilkes Booth,Kill Doctor Lucky,King Edward Point
15 Letters,"4,6,5",knob tailed gecko,last wicket stand,Lead Kindly Light,,,,,,
15 Letters,"4,6,5",long billed pipit,long clawed shrew,long tailed finch,long tailed goral,long tailed shrew,Lord Conrad Black,Lord George Byron,Lord Robert Cecil,made common cause
15 Letters,"4,6,5",make common cause,many banded krait,many banded snake,many scaled anole,many scaled gecko,much sought after,ones native heath,open necked shirt,pale headed gecko
15 Letters,"4,6,5",pale headed munia,pale headed snake,pale rumped swift,pale yellow robin,pied billed grebe,pink footed goose,plum headed finch,Post Office Tower,Rain before seven
15 Letters,"4,6,5",rain soaked pitch,ring necked doves,ring necked snake,ring tailed lemur,rock bottom price,rock pocket mouse,Saxe Coburg Gotha,Sheku Kanneh Mason,some bright spark
15 Letters,"4,6,5",take centre stage,take French leave,take second place,talk double Dutch,This Island Earth,This little piggy,time stands still,took centre stage,took French leave
15 Letters,"4,6,5",took second place,Wall Street crash,well chosen words,well looked after,,,,,
15 Letters,"4,7,1,3",give someone a hug,give someone a tip,sell someone a pup,sold someone a pup,,,,,
15 Letters,"4,7,2,2",drop oneself in it,drop someone in it,have nothing to do,take someone up on,,,,,
15 Letters,"4,7,4",Alec Douglas Home,blue striped mime,bowl someone over,call someone back,Camp Crystal Lake,Cold Comfort Farm,cost someone dear,Dame Rebecca West,dust oneself down
15 Letters,"4,7,4",Eton boating song,fact finding tour,fine toothed comb,fire bellied toad,fire crested wren,fore trysail gaff,four spotted barb,full frontal nude,gets carried away
15 Letters,"4,7,4",give oneself airs,,,,,,,,
15 Letters,"4,7,4",give oneself away,give oneself room,give oneself time,give someone hell,give someone odds,God's waiting room,Gold beaters skin,grey bellied hawk,grey fronted dove
15 Letters,"4,7,4",grey mantled wren,grey shanked douc,half Windsor knot,have another look,have another shot,high calorie diet,high calorie food,high protein diet,high success rate
15 Letters,"4,7,4",hold nothing back,hope against hope,just killing time,just marking time,Keep Britain tidy,keep nothing back,like Caesar's wife,load bearing wall,long crested myna
15 Letters,"4,7,4",long snouted barb,long snouted frog,Love Without Hope,main purpose rule,make friends with,make someone jump,news travels fast,Nun's Priest's tale,pale bellied myna
15 Letters,"4,7,4",peak viewing time,pink bellied moth,race against time,Rain stopped play,role playing game,salt reduced diet,self driving cars,self imposed task,semi skimmed milk
15 Letters,"4,7,4",send someone down,She's Leaving Home,shut oneself away,,,,,,
15 Letters,"4,7,4",side striped barb,star studded cast,stop wasting time,take another look,tear oneself away,this blessed plot,till kingdom come,true service tree,turn someone down
15 Letters,"4,7,4",wear several hats,well drained soil,well imagine that,well trodden down,well trodden path,what happens next,wide mouthed frog,wild service tree,wish someone well
15 Letters,"4,8,3",anti aircraft gun,bend someone's ear,clip someone's ear,dent someone's ego,lead coloured pug,long fingered bat,love conquers all,make someone's day,make yourself ill
15 Letters,"4,8,3",meet someone's eye,only begotten son,open Pandora's box,plum tuckered out,Pope Benedict XVI,pull someone's leg,self educated man,well provided for,well reasoned out
15 Letters,"4,8,3",Wide Sargasso Sea,,,,,,,,
15 Letters,"4,9,2",call attention to,draw attention to,feel aggrieved at,felt aggrieved at,gave sanctuary to,give sanctuary to,made mincemeat of,make mincemeat of,make something up
15 Letters,"4,9,2",pass judgement on,stop bothering me,stop overdoing it,stop pestering me,stop wittering on,take advantage of,take objection to,take exception to,took advantage of
15 Letters,"4,9,2",took exception to,what possessed me,with reference to,,,,,,
15 Letters,"4,11",acid indigestion,anal intercourse,anti abortionist,anti americanism,anti capitalists,anti colonialism,anti colonialist,anti depressants,anti imperialism
15 Letters,"4,11",anti imperialist,anti monarchists,anti trafficking,aria dimitazione,arms traffickers,arms trafficking,ashy woodswallow,auto didacticism,back calculation
15 Letters,"4,11",bare necessities,barn conversions,body temperature,cake decorations,case insensitive,cash transaction,cask conditioned,cask withdrawals,cite particulars
15 Letters,"4,11",cold bloodedness,cold heartedness,cold shouldering,,,,,,
15 Letters,"4,11",Cote Chalonnaise,data compression,data warehousing,Dick Strawbridge,Dick Whittington,drag coefficient,drip transfusion,drug traffickers,drug trafficking
15 Letters,"4,11",dual carriageway,dual citizenship,dual nationality,dual personality,duff information,Earl Mountbatten,easy maintenance,face recognition,fast approaching
15 Letters,"4,11",feel comfortable,feel embarrassed,fine distinction,fire certificate,food connoisseur,food intolerance,food preparation,Ford Thunderbird,foul mouthedness
15 Letters,"4,11",four dimensional,free association,free competition,free translation,fuel consumption,full cooperation,fund supermarket,gain recognition,gave suggestions
15 Letters,"4,11",Gene Roddenberry,gift certificate,give suggestions,good cholesterol,good heartedness,good naturedness,good performance,grey butcherbird,hair conditioner
15 Letters,"4,11",half heartedness,,,,,,,,
15 Letters,"4,11",half wellingtons,hand embroidered,hand pollination,hard heartedness,hard information,hard landscapers,hard landscaping,have intercourse,heir presumptive
15 Letters,"4,11",herb Christopher,hero worshippers,hero worshipping,high cholesterol,high maintenance,high performance,high priestesses,High Renaissance,high temperature
15 Letters,"4,11",home improvement,home renovations,home secretaries,Iain Cuthbertson,idle speculation,idol worshippers,idol worshipping,Jens Stoltenberg,Joan Armatrading
15 Letters,"4,11",John Schlesinger,keep complaining,keep countenance,kept complaining,kind heartedness,King Tutankhamun,kiwi hatchetfish,knee replacement,lack application
15 Letters,"4,11",lack credentials,lack spontaneity,,,,,,,
15 Letters,"4,11",Lady Castlemaine,land reclamation,late replacement,Leni Riefenstahl,less appropriate,less challenging,less comfortable,less competitive,less complicated
15 Letters,"4,11",less fashionable,less intelligent,less interesting,less introverted,less mountainous,less penetrating,less predictable,less protuberant,less respectable
15 Letters,"4,11",less significant,less streamlined,less sympathetic,less troublesome,Lick observatory,life threatening,like gangbusters,live dangerously,live performance
15 Letters,"4,11",loan application,long established,long sightedness,look presentable,Lord Chamberlain,Lord Mountbatten,lost opportunity,Lucy Honeychurch,made accusations
15 Letters,"4,11",made adjustments,made allegations,made alterations,made concessions,made corrections,made suggestions,make accusations,make adjustments,make allegations
15 Letters,"4,11",make alterations,make assumptions,make comfortable,make concessions,make connections,make corrections,make reparations,make restitution,make suggestions
15 Letters,"4,11",male chauvinists,many splendoured,Mare Serenitatis,Mary Steenburgen,mass destruction,mass observation,meat thermometer,Miss Mississippi,Miss Tiggywinkle
15 Letters,"4,11",mock examination,mole electronics,moog synthesizer,more adventurous,more appropriate,more challenging,more comfortable,more competitive,more complicated
15 Letters,"4,11",more fashionable,more imaginative,more influential,more intelligent,more interesting,more introverted,more mountainous,more penetrating,more predictable
15 Letters,"4,11",more protuberant,more respectable,more significant,more streamlined,more sympathetic,more traditional,more troublesome,most comfortable,most efficacious
15 Letters,"4,11",most intelligent,most impertinent,most informative,most interesting,most picturesque,most respectable,most sympathetic,most undesirable,
15 Letters,"4,11",much anticipated,much appreciated,Nazi memorabilia,Nazi sympathiser,near catastrophe,near sightedness,news broadcaster,news commentator,news conferences
15 Letters,"4,11",news corporation,nice distinction,nolo contenderes,norm referencing,open countryside,open heartedness,open hostilities,open punctuation,open scholarship
15 Letters,"4,11",opus reticulatum,oral examination,over elaborating,over embellished,over familiarity,over punctilious,over romanticize,over sentimental,Owen Chamberlain
15 Letters,"4,11",past conditional,past participles,past performance,past progressive,pied butcherbird,pied flycatchers,poor circulation,poor performance,pork sausagemeat
15 Letters,"4,11",pork scratchings,post apocalyptic,post millenarian,post Reformation,Pure Mathematics,rare opportunity,,,
15 Letters,"4,11",reed instruments,reef triggerfish,rent restriction,room reservation,room temperature,Rude Mechanicals,sado masochistic,save appearances,seat reservation
15 Letters,"4,11",self abandonment,self advancement,self advertising,self affirmation,self assuredness,self centredness,self complacency,self confidently,self consciously
15 Letters,"4,11",self contentedly,self contentment,self deceptively,self deliverance,self deprecating,self deprecation,self deprivation,self description,self destruction
15 Letters,"4,11",self destructive,self determining,self development,self disciplined,,,,,
15 Letters,"4,11",self examination,self explanatory,self exploration,self fertilizing,self fulfillment,self humiliation,self importantly,self improvement,self indulgently
15 Letters,"4,11",self instruction,self integration,self observation,self opinionated,self perpetuated,self pollinating,self pollination,self portraiture,self proclaiming
15 Letters,"4,11",self propagating,self propagation,self quantifying,self realisation,self referential,self reinforcing,self replicating,self reproachful,self righteously
15 Letters,"4,11",self sacrificing,self subsistence,self sufficiency,self vindication,self worshipping,semi transparent,Seve Ballesteros,show disapproval,show favouritism
15 Letters,"4,11",show improvement,show sensitivity,soft commodities,soft furnishings,soft southerners,Soil Association,soil conditioner,sole beneficiary,solo performance
15 Letters,"4,11",stop complaining,stop daydreaming,stop interfering,Sulu gollumshark,take painkillers,take photographs,take precautions,take supplements,tent caterpillar
15 Letters,"4,11",Tess Durbeyfield,Thai restaurants,thin skinnedness,time constraints,took painkillers,took photographs,took precautions,tory councillors,tory politicians
15 Letters,"4,11",town councillors,tree decorations,tree worshippers,tres gymnopedies,True Confessions,turf accountants,very comfortable,very fashionable,very intelligent
15 Letters,"4,11",very interesting,very sentimental,very superficial,very sympathetic,very threatening,vice chamberlain,,,
15 Letters,"4,11",visa application,warm bloodedness,warm heartedness,wavy bittercress,weak interaction,well camouflaged,well compensated,well conditioned,well constructed
15 Letters,"4,11",well coordinated,well distributed,well established,well intentioned,well recommended,well upholstered,wind instruments,wind pollination,wine connoisseur
